2461	0.0032
2501	0.0062
2509	0.0038
2544	0.0038
2552	0.0044
2602	0.0038
2618	0.0042
2624	0.0046
2701	0.0054
2717	0.004
2720	0.0044
2736	0.0182
2740	0.003
2797	0.0038
2838	0.0098
2866	0.0036
2916	0.0032
2930	0.0038
2934	0.0082
2945	0.0068
2979	0.0024
2981	0.0058
2983	0.0072
3005	0.0046
3100	0.0052
3127	0.005
3162	0.0032
3222	0.0026
3232	0.0042
3277	0.0044
3380	0.0052
3386	0.009
3434	0.0032
3463	0.003
3492	0.0046
3520	0.0034
3532	0.01
3568	0.0046
3641	0.0032
3676	0.0026
3678	0.004
3679	0.01
3706	0.0064
3708	0.0076
3709	0.0032
3737	0.0044
3781	0.0028
3784	0.0092
3801	0.004
3813	0.0042
3827	0.0058
3841	0.0136
3853	0.0044
3867	0.0032
3869	0.0058
3882	0.0046
3891	0.003
3927	0.0038
3988	0.009
3992	0.004
4077	0.0054
4078	0.0044
4080	0.0048
4090	0.005
4121	0.0034
4124	0.0034
4133	0.003
4143	0.003
4160	0.0046
4185	0.0094
4188	0.0032
4190	0.0032
4215	0.0048
4223	0.0032
4268	0.0028
4281	0.0028
4289	0.0028
4306	0.0038
4364	0.0016
4441	0.0052
4444	0.0022
4469	0.0064
4473	0.0044
4477	0.003
4483	0.0032
4508	0.0042
4512	0.0086
4524	0.007
4530	0.0056
4568	0.0066
4595	0.0032
4596	0.0026
4685	0.0046
4841	0.0038
4871	0.0064
4894	0.0022
4923	0.0058
4927	0.0042
4931	0.0046
4933	0.0072
4955	0.003
4974	0.005
4991	0.0024;


param Max3:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20:=
1	0.0	0.0	4.3	6.1	8.6	6.6	6.9	7.6	7.4	4.4	8.5	5.2	7.0	8.9	8.1	5.1	6.5	6.9	6.9	7.9
2	0.0	0.0	2.8	5.5	6.2	6.3	6.0	8.7	7.6	9.0	6.0	6.0	4.6	8.7	5.6	6.5	9.1	9.9	8.9	7.1
3	0.0	0.0	3.7	5.0	8.3	8.8	4.4	6.4	8.6	6.6	6.4	6.5	6.9	7.9	7.0	5.8	5.2	5.0	9.0	4.8
4	0.0	0.0	4.1	7.3	7.0	5.9	7.9	7.5	6.2	6.6	5.8	6.6	7.8	7.1	7.6	10.0	10.4	8.0	4.0	6.6
5	0.0	0.0	3.7	6.5	6.1	6.2	7.9	10.2	8.7	6.3	8.2	7.6	9.0	6.6	6.7	6.8	7.6	5.2	4.4	8.2
6	0.0	0.0	4.0	6.0	5.9	5.6	5.6	9.1	5.8	6.8	6.9	6.3	7.7	5.4	8.3	5.9	6.8	8.4	5.0	9.4
7	0.0	0.0	3.1	7.8	7.1	4.9	6.1	6.2	6.9	5.7	8.1	8.2	8.7	4.9	8.1	7.2	8.2	9.0	7.3	9.6
8	0.0	0.0	2.8	8.2	9.6	7.6	7.4	5.0	5.3	8.6	5.9	5.3	7.6	10.0	9.4	7.6	7.9	7.3	5.3	6.6
9	0.0	0.0	3.7	7.4	5.6	7.9	8.4	9.9	8.0	8.8	7.8	8.4	7.5	9.0	8.2	6.9	9.4	5.2	7.6	5.0
10	0.0	0.0	3.1	4.8	5.9	6.3	8.5	7.8	7.9	6.8	6.8	9.4	6.2	9.3	8.2	4.6	5.7	7.6	7.6	8.8
11	0.0	0.0	3.7	8.9	6.8	6.3	4.2	8.3	7.4	6.9	7.7	6.3	4.8	5.6	7.9	8.2	7.3	8.8	8.6	4.7
12	0.0	0.0	4.3	5.9	7.2	7.6	9.4	10.3	9.5	6.1	8.3	8.6	8.0	9.2	7.1	5.9	6.4	7.3	6.6	6.9
13	0.0	0.0	2.7	9.5	5.2	8.2	7.8	7.3	6.9	6.2	8.2	5.8	8.6	6.5	7.6	7.0	6.7	7.9	7.7	7.7
14	0.0	0.0	4.9	9.1	6.1	5.8	5.9	5.3	5.3	5.5	8.6	6.6	6.6	7.8	6.7	8.8	8.6	4.5	10.2	8.9
15	0.0	0.0	3.7	8.1	8.7	5.9	8.8	10.1	7.8	8.9	7.8	9.5	5.8	6.3	8.2	5.5	6.7	6.9	9.2	9.5
16	0.0	0.0	4.1	6.3	8.3	7.0	8.0	7.3	6.0	7.1	8.1	7.3	7.9	9.7	7.3	7.0	7.4	8.2	7.1	9.5
17	0.0	0.0	3.7	7.2	6.1	9.9	7.7	6.2	7.9	9.2	6.1	6.5	8.4	6.9	6.9	6.1	8.2	7.2	6.1	7.7
18	0.0	0.0	4.4	5.9	6.9	4.9	7.1	8.5	8.4	4.8	10.5	9.0	5.8	8.1	8.0	4.8	7.8	4.1	5.7	4.9
19	0.0	0.0	4.6	7.9	5.1	8.0	9.0	8.4	8.5	10.2	4.4	6.7	9.0	7.0	6.6	7.9	9.4	7.7	5.1	7.1
20	0.0	0.0	4.7	8.3	6.8	6.9	6.5	7.7	4.2	7.6	6.5	7.0	8.9	8.0	6.2	8.8	6.8	5.6	6.0	5.7
21	0.0	0.0	3.7	5.3	4.6	8.2	5.2	6.9	9.2	5.7	5.4	7.6	5.4	6.2	5.7	7.2	7.2	8.7	8.1	10.5
22	0.0	0.0	4.4	10.8	6.4	7.6	7.6	9.0	7.3	7.8	7.3	10.3	7.6	7.0	6.0	9.5	9.8	5.6	4.5	6.8
23	0.0	0.0	3.6	8.1	7.4	10.0	7.1	7.4	6.3	6.7	8.8	8.8	9.6	9.5	7.7	7.6	5.8	6.3	7.4	8.7
24	0.0	0.0	5.9	8.0	5.7	6.0	6.5	7.6	7.1	7.5	6.0	7.5	6.0	8.9	7.1	6.8	7.2	8.7	7.2	7.6
25	0.0	0.0	2.8	8.7	4.9	4.8	7.2	4.3	7.4	8.6	5.6	7.8	7.6	7.3	7.8	6.9	8.9	5.3	7.2	7.9
26	0.0	0.0	5.0	9.4	6.5	4.4	5.5	8.8	5.0	7.5	8.8	8.2	6.7	7.9	5.6	6.9	7.1	9.8	9.1	7.7
27	0.0	0.0	3.1	6.9	6.8	7.9	4.3	4.6	8.9	7.3	7.2	6.4	6.2	7.4	5.7	7.0	9.3	7.3	6.6	8.4
28	0.0	0.0	4.0	7.8	7.2	7.4	6.6	8.3	5.6	8.9	8.7	5.4	10.0	8.1	9.4	7.0	7.3	8.3	3.4	4.9
29	0.0	0.0	4.6	6.9	6.5	6.0	5.5	7.2	8.5	6.8	9.2	5.4	12.0	6.2	5.2	5.8	8.9	8.9	8.2	5.4
30	0.0	0.0	3.1	8.0	6.0	5.7	8.1	7.4	7.1	8.1	6.2	8.0	7.6	3.9	8.3	6.1	5.8	6.0	8.1	6.9
31	0.0	0.0	3.4	8.7	5.9	8.6	6.1	7.5	7.6	9.1	6.9	6.4	9.4	7.5	8.1	9.0	7.0	7.4	5.4	5.3
32	0.0	0.0	3.1	8.2	7.1	7.3	5.8	7.6	8.7	7.8	7.9	8.9	6.2	7.9	5.7	7.2	7.5	10.2	4.1	6.4
33	0.0	0.0	3.0	7.2	6.7	6.0	6.4	7.8	8.9	5.8	8.9	7.2	6.2	9.0	7.2	8.8	7.8	4.2	8.9	6.5
34	0.0	0.0	2.4	10.0	6.5	7.6	8.6	5.3	8.6	6.6	7.3	8.5	7.5	8.1	6.4	8.1	8.7	9.7	6.9	4.2
35	0.0	0.0	3.4	5.2	6.3	7.5	7.7	8.1	8.3	5.8	9.5	8.7	4.4	9.2	5.1	4.7	8.5	8.7	5.2	6.7
36	0.0	0.0	4.6	8.7	5.5	7.4	9.0	9.4	7.3	8.8	7.2	8.7	6.7	6.0	7.1	5.7	8.6	6.4	7.1	5.5
37	0.0	0.0	2.4	6.1	8.0	4.6	7.8	6.5	9.7	5.5	9.4	6.3	5.1	4.5	6.5	10.5	7.8	4.1	5.4	7.5
38	0.0	0.0	2.4	7.9	7.9	8.3	7.6	7.1	8.3	8.4	5.9	7.8	5.4	6.5	6.9	6.4	7.1	8.4	8.5	6.6
39	0.0	0.0	3.8	6.0	4.6	10.0	7.5	7.7	8.2	8.8	5.1	4.8	8.0	8.6	6.8	10.1	7.4	7.1	5.3	10.3
40	0.0	0.0	2.8	6.1	5.6	6.8	9.7	5.8	8.4	7.8	4.7	7.7	6.0	7.3	4.1	8.1	8.3	7.4	8.9	6.4
41	0.0	0.0	2.5	6.4	6.7	6.3	6.8	6.6	4.5	8.6	6.4	7.5	9.6	5.9	8.0	7.0	5.4	6.0	8.1	8.8
42	0.0	0.0	3.4	7.4	10.0	6.1	6.8	6.3	7.2	6.3	7.2	8.1	7.1	5.6	4.9	7.6	6.4	6.7	7.3	7.7
43	0.0	0.0	3.1	6.7	8.1	5.3	6.8	6.7	7.0	9.0	5.6	5.3	7.8	5.8	7.4	5.8	8.5	7.0	5.9	5.6
44	0.0	0.0	3.4	9.5	7.6	6.0	5.4	10.8	6.9	8.6	9.0	6.5	7.3	7.9	8.0	6.2	7.2	9.1	7.3	9.1
45	0.0	0.0	2.8	7.0	4.3	5.9	9.2	5.2	7.9	5.9	7.9	6.2	10.2	6.4	5.7	8.5	4.8	6.4	9.5	8.3
46	0.0	0.0	3.4	7.6	5.9	9.8	6.9	6.6	9.6	7.5	4.9	8.7	8.7	7.5	8.1	7.4	6.2	9.6	8.3	8.7
47	0.0	0.0	5.0	9.2	9.6	6.7	6.6	6.3	8.2	7.3	8.3	4.8	7.4	5.1	9.5	7.7	9.3	7.9	6.9	7.3
48	0.0	0.0	2.7	7.8	6.8	7.5	7.5	6.6	11.8	6.4	8.6	8.1	7.3	7.0	6.2	5.7	6.9	8.2	8.8	6.9
49	0.0	0.0	3.7	6.3	3.4	8.1	9.9	6.7	6.2	5.9	9.8	6.6	7.5	5.5	8.4	4.4	8.1	6.4	7.1	7.7
50	0.0	0.0	5.0	8.9	9.7	4.3	7.2	8.6	7.0	9.7	8.1	5.9	8.4	6.7	8.0	9.4	7.7	6.2	6.6	6.6
51	0.0	0.0	4.7	6.6	3.8	6.2	6.6	6.8	5.8	6.1	6.3	7.4	6.7	6.4	7.5	6.3	6.4	8.1	7.2	9.0
52	0.0	0.0	2.7	9.2	6.4	7.0	7.1	4.4	9.2	9.0	9.1	6.9	7.8	10.7	4.8	7.5	6.8	4.3	5.8	9.7
53	0.0	0.0	4.4	9.7	7.3	9.1	6.7	6.2	7.1	7.5	5.9	7.5	9.7	9.3	6.5	6.6	6.3	7.3	6.7	8.1
54	0.0	0.0	3.8	7.0	5.4	4.2	7.5	5.7	6.0	10.0	6.2	9.4	4.4	7.3	6.0	5.2	5.8	8.7	7.0	8.2
55	0.0	0.0	3.4	8.1	3.6	7.1	9.0	6.8	10.0	5.4	6.0	7.3	8.7	7.7	5.5	7.8	7.9	10.8	7.2	6.9
56	0.0	0.0	3.7	7.1	5.9	7.6	9.0	8.3	4.5	7.1	9.1	9.8	7.8	5.6	6.0	6.6	7.6	5.5	7.8	9.8
57	0.0	0.0	4.3	8.5	6.9	9.5	8.5	5.1	7.8	9.9	5.9	9.9	9.9	6.5	8.2	6.5	7.6	5.5	7.9	9.6
58	0.0	0.0	4.6	7.5	8.3	7.2	6.8	8.5	9.8	8.0	7.3	6.6	6.6	8.3	5.2	7.0	5.8	5.1	8.8	9.0
59	0.0	0.0	3.1	7.1	6.8	8.2	5.3	5.8	7.5	8.6	7.6	7.1	7.3	9.4	7.0	6.3	9.3	4.7	7.7	5.6
60	0.0	0.0	3.7	7.5	6.0	6.3	4.9	8.4	6.3	7.4	8.0	8.1	8.1	8.1	9.1	8.7	7.9	7.7	9.4	8.7
61	0.0	0.0	2.8	6.0	6.8	6.9	7.7	7.1	8.0	7.2	8.5	7.5	7.9	6.1	9.7	5.4	7.1	6.7	6.6	10.8
62	0.0	0.0	4.7	6.2	5.3	7.8	6.1	5.9	7.4	9.7	11.3	10.3	4.8	7.8	9.1	6.7	6.2	8.0	9.1	7.1
63	0.0	0.0	4.6	8.6	7.2	5.6	6.7	8.9	7.3	9.4	6.9	7.8	5.8	5.1	7.2	7.0	9.6	6.7	6.4	7.9
64	0.0	0.0	3.4	7.0	4.9	7.8	8.2	7.6	8.4	5.1	9.1	6.1	7.6	6.7	9.1	5.9	7.2	6.5	6.1	7.4
65	0.0	0.0	3.4	4.9	9.8	8.3	8.0	6.7	7.0	9.0	9.7	5.8	8.6	8.2	5.8	7.3	6.5	7.5	9.0	6.0
66	0.0	0.0	3.4	7.8	6.4	5.5	9.2	7.6	7.5	7.3	4.5	8.1	5.3	2.8	8.4	7.9	8.4	9.0	8.0	6.7
67	0.0	0.0	3.1	7.3	8.4	5.5	6.8	5.9	10.2	4.7	7.8	8.4	8.1	7.6	7.0	9.2	7.5	8.3	5.9	4.3
68	0.0	0.0	2.8	3.0	4.2	6.9	7.5	7.3	8.4	5.8	7.4	8.5	6.0	8.7	7.0	8.9	6.6	8.2	7.3	6.9
69	0.0	0.0	3.3	9.6	7.5	7.9	7.0	4.2	5.0	8.3	8.5	5.6	8.1	6.6	6.6	9.3	7.8	7.3	5.6	5.4
70	0.0	0.0	3.4	6.7	4.8	5.8	4.8	7.4	5.7	7.6	8.4	7.4	3.8	8.6	8.7	6.8	4.9	9.7	5.5	4.1
71	0.0	0.0	2.8	6.3	6.1	5.6	7.4	5.6	6.2	8.4	7.1	6.6	8.0	5.4	6.1	8.1	11.5	8.2	7.4	7.1
72	0.0	0.0	4.7	5.1	5.5	8.5	4.6	6.8	6.8	7.0	7.3	7.4	8.6	8.2	4.9	4.8	9.9	3.3	5.7	7.6
73	0.0	0.0	3.4	8.2	3.9	7.3	8.9	7.4	6.3	9.2	6.7	8.7	6.4	8.1	9.0	6.8	4.8	9.4	8.5	8.0
74	0.0	0.0	4.3	5.2	6.1	6.8	6.1	8.6	9.6	10.1	6.2	8.3	5.7	9.5	8.9	11.3	10.8	6.9	6.5	10.9
75	0.0	0.0	5.6	6.6	7.1	7.4	6.9	6.5	7.0	6.8	7.4	7.7	3.4	8.6	6.8	7.0	8.5	8.6	5.2	5.5
76	0.0	0.0	3.3	7.4	7.7	10.5	8.0	5.9	7.4	5.5	6.2	7.7	6.9	6.5	6.2	5.8	7.6	8.2	7.2	6.3
77	0.0	0.0	3.4	6.1	8.1	8.8	7.2	6.5	8.8	6.3	5.9	7.0	8.0	7.3	8.1	4.6	7.9	5.1	5.5	7.7
78	0.0	0.0	3.1	7.8	4.5	8.8	9.1	9.2	7.4	6.4	6.3	6.6	8.0	7.4	7.7	10.1	9.0	9.0	5.7	5.6
79	0.0	0.0	4.6	7.1	5.5	7.8	6.5	8.0	6.6	6.5	10.2	7.8	7.6	6.2	7.6	9.6	7.8	5.2	6.8	7.0
80	0.0	0.0	3.9	7.1	5.8	4.4	10.0	5.6	6.6	7.8	8.6	8.3	7.5	7.1	6.2	8.2	9.2	5.7	8.2	9.9
81	0.0	0.0	3.4	9.0	6.2	7.5	6.4	5.7	6.6	6.3	5.7	7.3	5.3	5.7	8.9	5.2	6.7	6.5	7.7	7.8
82	0.0	0.0	3.4	6.9	7.5	9.4	6.1	6.2	5.5	6.5	8.3	7.6	9.1	9.7	7.9	5.2	7.6	7.3	5.9	8.7
83	0.0	0.0	3.1	7.4	6.8	7.3	7.9	8.6	10.1	9.3	6.5	7.0	8.2	7.4	8.0	8.1	8.0	7.5	6.6	6.9
84	0.0	0.0	4.3	6.4	4.7	7.5	5.5	5.9	7.5	6.9	7.8	8.6	6.9	6.8	10.3	8.6	5.8	9.1	7.7	7.7
85	0.0	0.0	4.9	8.0	6.3	6.4	7.1	8.4	9.0	9.1	6.1	6.2	6.5	6.8	7.8	7.4	6.1	5.2	8.4	8.1
86	0.0	0.0	4.6	4.5	6.1	5.3	7.5	6.9	8.9	5.2	5.0	6.7	7.1	7.9	8.3	8.2	7.8	5.0	7.3	6.4
87	0.0	0.0	5.0	6.7	6.4	6.9	5.0	9.6	5.6	5.4	9.4	8.1	6.5	7.9	9.0	10.6	6.6	8.8	8.6	5.6
88	0.0	0.0	3.1	9.2	7.2	9.6	8.4	6.7	8.2	8.2	6.0	10.1	6.0	6.8	6.3	6.9	6.7	6.2	7.4	6.5
89	0.0	0.0	2.5	8.5	7.6	5.8	6.6	8.0	7.8	4.4	7.6	7.7	6.0	7.1	6.2	7.9	9.8	7.6	4.5	5.1
90	0.0	0.0	3.1	6.6	7.6	8.0	5.1	7.7	5.1	7.2	8.3	6.5	9.3	8.3	8.4	8.5	8.0	8.4	8.0	5.0
91	0.0	0.0	3.0	10.2	5.7	8.0	6.5	8.6	7.0	5.3	7.0	6.4	8.9	6.3	7.5	8.6	6.2	7.3	6.9	9.4
92	0.0	0.0	3.9	11.4	6.3	7.2	9.0	5.1	6.5	7.0	6.4	9.7	6.6	8.0	7.1	7.4	7.3	6.2	6.8	7.3
93	0.0	0.0	4.0	8.9	6.0	8.4	6.9	6.0	6.0	7.0	8.3	6.4	4.8	4.9	9.4	6.7	7.9	5.1	7.9	6.7
94	0.0	0.0	3.4	6.9	6.7	4.6	5.5	5.8	5.6	7.9	6.4	7.3	7.3	6.3	8.5	7.5	8.7	8.7	7.1	4.9
95	0.0	0.0	3.1	7.2	9.4	7.2	6.3	8.1	7.2	9.4	7.2	7.4	7.2	8.6	8.9	8.0	10.0	8.9	4.6	7.9
96	0.0	0.0	3.4	8.2	6.3	8.8	7.4	10.1	5.2	7.3	7.3	6.6	6.9	9.6	6.1	8.1	7.7	8.5	4.9	10.0
97	0.0	0.0	2.7	8.6	7.5	7.1	8.0	7.8	7.3	8.3	8.0	6.0	7.8	5.4	7.8	8.2	7.3	8.9	6.3	7.1
98	0.0	0.0	5.3	9.1	5.6	9.5	7.0	4.8	8.1	7.5	5.8	11.3	5.4	10.5	7.3	7.5	6.7	9.5	6.2	5.6
99	0.0	0.0	4.3	10.4	5.5	9.9	5.3	7.5	4.4	11.1	8.8	5.8	6.2	7.7	6.4	9.0	8.0	7.9	6.0	7.6
100	0.0	0.0	4.4	7.3	4.1	6.0	10.2	6.8	9.1	7.9	9.5	6.1	8.3	7.8	6.5	7.7	8.3	6.1	5.6	8.9
101	0.0	0.0	2.4	5.3	7.7	7.5	7.0	6.8	7.0	9.4	6.1	5.1	9.0	9.4	5.8	6.8	7.7	5.8	6.1	9.2
102	0.0	0.0	2.5	9.7	5.5	8.4	6.9	8.6	9.5	9.2	6.8	8.3	7.7	8.9	5.7	8.8	5.4	7.8	9.7	7.8
103	0.0	0.0	2.5	4.9	6.8	8.0	7.5	7.7	8.3	8.0	8.4	7.6	9.4	7.0	8.6	7.3	7.5	7.6	7.4	5.3
104	0.0	0.0	4.7	5.7	6.1	7.0	8.7	9.1	8.1	7.6	7.5	9.9	7.3	7.5	8.2	9.4	8.5	5.3	6.6	7.5
105	0.0	0.0	4.6	8.6	8.3	9.6	4.2	8.4	4.6	10.4	6.8	7.9	7.8	8.2	7.5	9.0	7.2	7.2	7.4	7.6
106	0.0	0.0	2.4	4.3	4.7	4.5	8.1	8.0	6.0	8.6	5.9	9.5	8.5	6.5	6.8	6.2	7.0	8.0	8.2	7.7
107	0.0	0.0	2.7	5.7	7.6	9.3	8.9	9.2	5.7	6.2	7.9	6.8	5.7	8.2	5.8	8.4	9.3	6.2	7.3	8.3
108	0.0	0.0	4.9	7.8	6.4	6.4	8.8	7.1	8.7	9.9	7.4	8.0	8.4	5.9	6.5	6.1	7.8	6.9	8.3	8.2
109	0.0	0.0	3.7	7.7	6.1	6.2	6.4	8.8	7.8	6.9	7.1	7.1	9.8	4.7	7.4	8.5	8.3	7.7	8.2	7.2
110	0.0	0.0	4.1	5.1	5.3	8.1	7.3	7.3	6.5	8.5	7.0	6.4	8.7	6.2	6.5	7.8	7.1	7.3	4.1	6.6
111	0.0	0.0	2.4	6.0	8.1	7.4	6.1	8.6	6.1	3.0	10.1	8.8	7.6	5.5	8.7	4.9	6.0	5.2	8.0	4.6
112	0.0	0.0	2.5	8.6	4.3	8.0	11.8	6.3	6.6	9.9	8.7	8.9	8.4	4.5	6.4	10.3	7.6	6.0	6.2	8.0
113	0.0	0.0	3.4	7.8	8.5	5.9	6.2	6.3	7.4	8.2	9.5	8.9	7.2	8.1	8.6	9.4	6.7	7.4	7.8	8.0
114	0.0	0.0	4.0	8.4	6.7	6.7	7.1	8.5	5.2	9.0	8.4	8.9	7.8	6.5	7.2	8.1	6.6	9.4	9.1	9.1
115	0.0	0.0	2.8	7.0	7.2	7.4	6.6	7.8	6.1	6.2	5.8	8.0	8.5	8.1	6.8	7.2	6.1	8.4	6.8	6.9
116	0.0	0.0	3.0	8.7	8.5	8.9	7.1	7.4	8.1	5.1	8.6	5.8	8.2	7.2	8.9	7.2	7.5	7.5	5.7	8.4
117	0.0	0.0	4.0	9.9	5.1	6.7	5.1	7.2	6.1	5.3	8.7	4.2	7.4	6.7	8.3	5.4	6.2	5.8	9.0	8.0
118	0.0	0.0	5.6	10.2	8.1	6.7	7.1	7.9	6.2	9.2	5.1	6.9	6.9	5.0	7.5	8.0	5.0	6.6	9.8	8.5
119	0.0	0.0	4.6	4.4	8.8	7.7	10.0	6.0	8.4	5.2	5.8	8.8	8.9	8.4	10.3	8.0	6.7	6.6	5.8	6.4
120	0.0	0.0	5.0	7.0	8.0	6.4	6.6	6.9	7.4	5.9	9.0	7.1	7.3	6.6	5.9	7.2	7.1	6.2	7.9	8.3
121	0.0	0.0	3.0	8.7	7.0	9.4	7.2	8.0	6.4	6.1	7.2	6.4	7.4	5.5	7.9	7.4	6.9	9.6	8.3	5.7
122	0.0	0.0	2.5	8.2	10.6	7.0	6.8	7.4	8.6	7.1	8.3	8.3	6.3	6.0	7.8	6.6	4.3	6.8	7.5	7.9
123	0.0	0.0	3.7	7.6	5.1	6.1	5.8	8.3	7.3	6.2	7.0	6.3	3.3	7.4	7.6	9.0	5.6	4.8	9.3	7.1
124	0.0	0.0	4.6	9.0	5.9	6.3	7.6	8.0	6.9	7.3	7.1	7.3	5.4	8.1	7.5	6.5	7.3	5.9	7.7	7.7
125	0.0	0.0	3.7	6.7	6.1	8.2	5.2	6.9	6.2	6.7	8.7	6.6	6.6	8.4	8.8	8.0	7.9	8.3	6.2	7.3
126	0.0	0.0	4.0	4.5	8.3	8.7	8.7	8.4	5.7	9.8	7.3	8.3	7.4	8.8	7.4	6.3	8.2	8.6	5.5	7.9
127	0.0	0.0	4.3	7.5	2.1	6.9	6.6	8.2	6.1	7.5	8.8	6.1	7.1	7.3	8.6	8.2	9.1	6.0	7.7	6.6
128	0.0	0.0	4.0	7.5	5.8	4.9	6.5	8.2	8.0	7.2	9.5	5.2	6.9	8.7	5.8	8.2	9.5	8.1	8.6	5.6
129	0.0	0.0	4.1	6.5	6.3	4.2	8.8	7.5	8.9	6.6	8.2	6.8	7.4	7.4	8.3	6.2	7.1	6.1	8.3	4.3
130	0.0	0.0	5.0	6.7	7.6	9.4	8.9	10.9	6.5	6.6	6.0	6.4	9.0	7.3	7.2	8.0	6.1	8.3	8.2	7.2
131	0.0	0.0	5.0	7.5	4.2	8.6	7.9	9.7	7.4	6.2	5.7	8.4	9.7	7.0	6.8	7.2	10.0	8.6	6.0	6.1
132	0.0	0.0	2.1	6.2	6.4	7.0	6.1	9.6	7.9	8.2	5.0	5.9	7.2	7.5	9.2	6.9	5.1	6.9	8.9	9.7
133	0.0	0.0	3.1	9.3	5.6	7.7	6.4	7.6	7.5	7.0	8.9	6.2	7.1	10.0	7.6	7.4	8.1	7.7	8.2	5.9
134	0.0	0.0	4.0	8.5	7.4	6.5	5.2	9.1	6.7	6.8	7.4	7.7	6.0	8.7	7.0	8.5	8.6	8.5	8.7	6.1
135	0.0	0.0	4.0	8.0	4.4	7.6	7.9	9.6	6.9	6.3	9.9	6.8	5.1	8.5	6.2	4.0	7.0	7.6	7.0	7.0
136	0.0	0.0	3.1	7.5	7.6	8.4	7.4	5.4	8.4	7.6	8.3	8.0	8.0	7.2	9.0	7.9	6.3	6.9	6.9	8.5
137	0.0	0.0	3.7	6.9	6.9	4.7	5.0	8.9	6.2	7.0	8.9	6.0	7.2	7.5	6.5	8.0	5.8	7.9	6.7	7.2
138	0.0	0.0	4.0	9.1	6.5	8.8	8.9	7.2	6.3	6.2	8.8	5.4	5.0	8.7	7.2	5.8	5.3	6.6	6.3	7.2
139	0.0	0.0	3.4	6.8	6.6	7.6	9.0	3.6	8.2	6.4	8.1	8.9	8.7	8.2	7.2	7.0	6.3	8.0	7.5	6.7
140	0.0	0.0	5.2	9.0	5.7	6.6	7.4	8.5	8.7	7.8	7.2	7.3	9.2	6.9	4.9	9.5	8.6	5.2	7.4	9.3
141	0.0	0.0	3.9	9.6	6.3	10.1	7.8	7.7	6.0	8.4	6.6	7.1	9.9	9.3	6.1	4.1	9.3	7.9	4.8	6.8
142	0.0	0.0	4.3	9.4	7.0	5.5	7.4	6.6	5.1	9.4	6.4	6.6	6.3	7.2	6.2	6.9	9.5	7.0	6.2	6.7
